# pattern<TAB>canonical
# 長いパターンを上に書くこと（先頭一致優先）
ANAじゃらんパック	じゃらん
じゃらんnet	じゃらん
じゃらんパック	じゃらん
エア・ドゥ	AIRDO
ソラシドエア	ソラシドエア
KDDIアジャイル	KDDIアジャイル
Paddle.com	Paddle
booking.com	Booking
booking_com	Booking
アマゾン	Amazon
Outline	Outline
OpenAI	OpenAI
Anthropic	Anthropic
AIRDO	AIRDO
airdo	AIRDO
SNA	ソラシドエア
sna	ソラシドエア
jaran	じゃらん
じゃらん	じゃらん
Paddle	Paddle
